id,data_abertura,canal,parceiro,uf,linha,modelo,serie,lote,descricao_cliente,codigo_sintoma,prioridade_declarada,status,data_fechamento,sla_horas,custo_peca_brl,id_origem
OC-2026-001895,05/08/2026,Planilha Parceiro,CENTRAL REPAROS BANDEIRANTES SA,SP,Geladeira,GC-B247SLUV,GCB2694153,L2606B,"geladeira nova parou de funcionar, o motor fica ligando e desligando toda hora e nao gela",NAO_GELA,Critica,Fechado,2026-08-16,72,1012.31,
OC-2026-001800,2026-08-20,Formulario,TECNOAR,RJ,Geladeira,GC-L257FLQ,GCL2600623,L2606B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Alta,EM ATENDIMENTO,,72,,
OC-2026-000692,29/04/2026,email,Prisma Assist Tecnica,PR,Monitor,27UP550,27UP997379,L2601B,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,Fechada,2026-05-21,72,380.01,
OC-2026-000148,2026-05-05,Formulario,Eletro Servicos Andrade,SP,Geladeira,GT39SSP,GT39484137,L2601B,"morreu do nada, nao acende nem a luzinha",,Media,Aguardando peca,,120,670.95,
OC-2026-000626,30/06/2026,Formulario,TECNOAR,RJ,Geladeira,GCL257FLQ,GCL2407114,L2603B,ta pingando agua na parte de tras,,Alta,EM ATENDIMENTO,,72,,
OC-2026-000930,2026-08-03 17:43,Formulario,Eletro Nordeste Assistencia,PE,TV,NANO75SQA,NANO636493,L2605B,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,,Baixa,Fechada,2026-08-10,240,887.62,
OC-2026-002050,2026-04-04,Planilha Parceiro,Norte Eletro,CE,Ar-Condicionado,AC DUAL 9K,ACDU664101,L2601B,"morreu do nada, nao acende nem a luzinha",,Baixa,Aberta,,240,286.13,
OC-2026-001949,2026-04-26,email,A.T. SILVA LTDA,SP,Geladeira,GC B247SLUV,GCB2474899,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,Media,Reaberta,,120,168.28,OC-2026-001522
OC-2026-000779,02/03/2026,E-mail,Norte Eletro,CE,Monitor,24-MP400,24MP565005,L2612C,aparece sem sinal na tela mesmo com o cabo ligado,SEM_SINAL,Alta,fechada,2026-03-10,72,323.71,
OC-2026-000547,2026-06-15,formulario,Refrig Vale Verde,MG,Ar-Condicionado,ACD18MQ,ACD1498293,L2604A,nao resfria mais,,Alta,fechada,2026-07-04 17:20,72,238.13,
OC-2026-001152,2026-08-06,Planilha Parceiro,Assist Tec Silva,SP,Geladeira,GT-39SSP,GT39817513,,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Alta,Em atendimento,,72,,
OC-2026-001250,20/05/2026,planilha_parceiro,MegaTec Reparos Ltda,BA,TV,NANO75SQA,NANO307384,,erro no painel,ERRO_DISPLAY,Media,em_atendimento,,120,,
OC-2026-000790,2026-08-18,E-mail,Norte Eletro,CE,Monitor,24-MP400,24MP956288,L2607C,"morreu do nada, nao acende nem a luzinha",,Baixa,Fechada,25/08/2026,240,423.42,
OC-2026-000495,2026-05-21 19:44,email,SUL SERVICE ELETRO,RS,Geladeira,GT39SSP,GT39380585,L2603A,Cliente relata que a geladeira nao esta refrigerando ha 3 dias. Alimentos estragaram.,NAO_GELA,Media,Fechado,2026-06-14 16:51,120,1093.22,
OC-2026-000834,02/07/2026,email,Refrig Vale Verde,MG,Ar-Condicionado,ACD18MQ,ACD1458055,L2604B,Equipamento liga mas nao resfria. Cliente relata que ja limpou os filtros.,,Media,FECHADA,2026-07-17 16:11,120,941.29,
OC-2026-000475,2026-07-21 18:44,email,Atlas Manutencao de Equipamentos,GO,Geladeira,GC-L257,GCL2606648,L2603A,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Media,Aguardando peca,,120,528.4,
OC-2026-001786,11-08-2026 16:00,FORM,PRISMA AT,PR,Geladeira,GC-L257,GCL2115113,,esquentou tudo dentro,TEMP_ALTA_GABINETE,Media,fechada,14-08-2026 18:03,120,944.8,
OC-2026-001431,17/06/2026,planilha_parceiro,Central Reparos Band.,SP,Maquina de Lavar,WM F60BW,WMF6369196,,Cliente relata poca de agua no chao apos o uso.,VAZAMENTO_AGUA,Media,Fechada,24/06/2026,120,210.01,
OC-2026-000812,20/04/2026,Formulario,MEGATEC,BA,TV,UQ-7550PSF,UQ75239797,L2601C,"controle nao funciona mais, ja troquei a pilha",,,Fechada,2026-05-08,72,390.24,
OC-2026-000269,2026-03-01,planilha_parceiro,MEGATEC,BA,Ar-Condicionado,AC-DUAL9K,ACDU542905,L2611B,"morreu do nada, nap acende nem a luzinha",,Baixa,Fechada,2026-03-13,240,873.43,
OC-2026-000223,13/06/2026,E-mail,Refrigeracao Vale Verde,MG,TV,NANO-75SQA,NANO650833,L2604A,Audio ausente pelos alto-falantes internos. Saida optica funciona.,SEM_AUDIO,Critica,AGUARDANDO PECA,,72,152.5,
OC-2026-001867,01/08/2026,Planilha Parceiro,MegaTec Reparos,BA,Geladeira,GCB247SLUV,GCB2350671,L2606B,"comprou faz uns 2 meses e parou de gelar, o compressor liga e desliga direto",,Media,Fechado,2026-07-31,120,1041.31,
OC-2026-000444,2026-04-10 11:50,Formulario,Sul Service,RS,Monitor,24-MP400,24MP343877,L2612A,aparece sem sinal na tela mesmo com o cabo ligado,,Baixa,Fechado,08-05-2026 13:44,240,482.41,
OC-2026-000988,2026-07-14,Formulario,MEGATEC,BA,TV,UQ7550PSF,UQ75721654,L2603A,tela preta mas o som funciona,TELA_ESCURA,Baixa,aberta,,240,,
OC-2026-000629,2026-04-16,E-mail,Sul Service,RS,TV,NANO75SQA,NANO866058,L2602C,erro no painel,TELA_ESCURA,Media,Fechado,2026-04-08,120,1111.92,
OC-2026-000165,2026-06-10,Planilha Parceiro,ATLAS MANUT EQUIP,GO,TV,OLED-55C4,OLED166322,L2604B,aparece codigo de erro no visor e para tudo,,Baixa,AGUARDANDO PECA,,240,693.56,
OC-2026-002024,2026-05-10,planilha_parceiro,Central Reparos Bandeirantes,SP,Ar-Condicionado,AC-D18MQ,ACD1206623,L2602A,"controle nao funciona mais, ja troquei a pilha",,Media,ABERTA,,120,438.19,
OC-2026-000524,18-08-2026 17:25,Formulario,Assistencia Tecnica Silva Ltda,SP,Ar-Condicionado,AC-S12TQ,ACS1251939,,"nao gela o ambiente, so joga ar quente",,Alta,FECHADA,04/09/2026,72,462.91,
OC-2026-000386,02/04/2026,formulario,NORTE ELETRO SERVICOS LTDA,CE,Ar-Condicionado,AC-DUAL9K,ACDU561371,L2612C,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,Media,FECHADA,05-04-2026 14:40,120,565.65,
OC-2026-000142,,Planilha Parceiro,Eletro Nordeste,PE,TV,UQ-7550PSF,UQ75638425,L2603C,apareceu umas linhas verticais na tela,,Media,fechada,16-07-2026 07:07,120,792.99,
OC-2026-001174,2026-04-10,Planilha Parceiro,Assist Tec Silva,SP,Geladeira,GT-39SSP,GT39884369,,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",,Media,FECHADA,14/04/2026,120,535.4,
OC-2026-001380,04/05/2026,email,Prisma Assistencia Tecnica,PR,Ar-Condicionado,AC-DUAL9K,ACDU601382,L2601C,,VAZAMENTO_GAS,Media,Fechado,07/05/2026,120,460.5,
OC-2026-000920,10/05/2026,email,A.T. SILVA LTDA,SP,Maquina de Lavar,WMT13BW,WMT1890644,,"nao escoa a agua, fica cheia",,Media,Fechada,2026-06-01,120,338.58,
OC-2026-001433,2026-05-21,email,Eletro Servicos Andrade,SP,TV,oled55c4,OLED180601,L2602B,risco na tela do lado esquerdo,LINHAS_TELA,Alta,FECHADA,2026-06-07 17:55,72,699.71,
OC-2026-000879,30/07/2026,email,ELETRO SERV ANDRADE,SP,TV,oled55c4,OLED898128,L2606A,risco na tela do lado esquerdo,,Media,fechada,2026-08-22,120,858.03,
OC-2026-000901,11/05/2026,Formulario,Atlas Manutencao,GO,TV,OLED55C4,OLED961170,L2602C,"Manchas escuras no canto inferior direito da tela, cliente relata que aumentaram.",LINHAS_TELA,Baixa,em_atendimento,,240,,
OC-2026-000378,2026-06-29,email,Norte Eletro Servicos,CE,Geladeira,GC-L257,GCL2467751,L2604B,nao liga de jeito nenhum,NAO_LIGA,Baixa,fechada,07-07-2026 19:29,240,777.02,
OC-2026-000669,27/03/2026,E-mail,REFRIGERACAO VALE VERDE LTDA,MG,TV,UQ-7550PSF,UQ75295705,L2601B,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Baixa,EM ATENDIMENTO,,240,,
OC-2026-001916,2026-07-20,formulario,Norte Eletro Servicos,CE,Maquina de Lavar,WM-F60BW,WMF6922283,L2606B,"agua vazando na parte de tras, mangueira solta",VAZAMENTO_AGUA,Media,fechada,06/08/2026,120,104.26,
OC-2026-000057,13/08/2026,planilha_parceiro,Prisma Assist Tecnica,PR,TV,UQ7550PSF,UQ75886150,L2604A,"controle nao funciona mais, ja troquei a pilha",NAO_LIGA,Baixa,Fechado,2026-08-21,240,238.92,
OC-2026-001797,2026-03-04,planilha_parceiro,PRISMA AT,PR,Ar-Condicionado,AC-DUAL9K,ACDU464942,L2612B,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",,Media,FECHADA,2026-03-27,120,461.89,
OC-2026-000530,13/03/2026,Planilha Parceiro,Atlas Manutencao,GO,Geladeira,GC-L257,GCL2863346,L2612A,"geladeira parou de gelar, so o congelador ta gelando um pouco",PORTA_DESALINHADA,Media,FECHADA,2026-04-03,120,153.23,
OC-2026-000665,2026-04-15 09:08,Planilha Parceiro,Central Reparos Band.,SP,Maquina de Lavar,WMT13BW,WMT1683247,L2601B,"nap escoa a agua, fica cheia",NAO_CENTRIFUGA,Media,FECHADA,2026-04-25,120,378.23,
OC-2026-000728,,formulario,Eletro Servicos Andrade ME,SP,Maquina de Lavar,wd-11wv,WD11630926,L2605A,"vazamento constante, cliente teve que colocar pano embaixo",VAZAMENTO_AGUA,Media,Aguardando peca,,120,206.25,
OC-2026-001175,2026-04-06,Planilha Parceiro,Oficina Digital Campinas,SP,Maquina de Lavar,WM-T13BW,WMT1405037,L2603A,Maquina completa o ciclo mas nao centrifuga.,NAO_CENTRIFUGA,Media,Fechado,2026-04-12,120,568.32,
OC-2026-000260,2026-04-10,E-mail,Tecnoar Servicos Eireli,RJ,Monitor,34WP65C,34WP892313,L2602A,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,Fechada,2026-04-14,72,784.8,
OC-2026-000359,15/08/2026,Formulario,A.T. SILVA LTDA,SP,Maquina de Lavar,WMT13BW,WMT1490966,L2605C,"nao escoa a agua, fica cheia",NAO_DRENA,,Aberta,,240,,
OC-2026-000682,2026-03-30,formulario,Tecnoar Servicos Eireli,RJ,TV,OLED55C4,OLED854659,L2602B,aparece codigo de erro no visor e para tudo,,Alta,fechada,2026-04-06,72,766.19,
OC-2026-000228,2026-07-23,email,PRISMA AT,PR,TV,NANO75SQA,NANO220500,L2606A,"morreu do nada, nao acende nem a luzinha",,Media,Fechada,2026-07-25 08:18,120,210.11,
OC-2026-001807,2026-04-01 11:20,E-mail,Tecnoar Servicos,RJ,TV,UQ7550PSF,UQ75747136,L2612C,sem som nenhum,SEM_AUDIO,Media,fechada,2026-04-10,120,520.83,
OC-2026-000614,16/05/2026,email,Prisma Assistencia Tecnica,PR,Geladeira,GT39SSP,GT39732671,,"barulho estranho no compressor, parece qeu trava",,,fechada,2026-05-30,120,743.52,
OC-2026-001201,,Planilha Parceiro,TECNOAR,RJ,TV,NANO75SQA,NANO660235,L2605B,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,SEM_AUDIO,Media,Em atendimento,,120,,
OC-2026-000172,02-04-2026 14:39,FORM,ELETRO SERV ANDRADE,SP,TV,OLED-55C4,OLED750897,L2612A,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,,Baixa,FECHADA,2026-04-26,240,363.14,
OC-2026-000631,2026-08-11 14:03,E-mail,MEGATEC,BA,TV,OLED55C4,OLED936809,L2604C,erro no painel,,Media,Fechada,2026-08-21 15:31,120,795.31,
OC-2026-000849,2026-07-08,Formulario,Eletro Servicos Andrade,SP,Maquina de Lavar,WD-11WV,WD11102763,L2605B,nao liga de jeito nenhum,NAO_LIGA,Critica,em_atendimento,,72,,
OC-2026-000670,05-04-2026 10:29,Formulario,Tecnoar Servicos,RJ,Ar-Condicionado,ACD18MQ,ACD1231743,,"controle nao funciona mais, ja troquei a pilha",CONTROLE_NAO_RESPONDE,Media,FECHADA,2026-04-11,120,106.91,
OC-2026-000673,2026-08-07,email,REFRIGERACAO VALE VERDE LTDA,MG,Maquina de Lavar,WMT13BW,WMT1142416,L2605A,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,,Baixa,Fechado,2026-08-11,240,647.7,
OC-2026-000176,2026-07-29,planilha_parceiro,Tecnoar Servicos,RJ,Geladeira,GT-39SSP,GT39596903,L2606B,Cliente relata que a geladeira nao esta refrigerando ha 3 dias. Alimentos estragaram.,NAO_GELA,Alta,EM ATENDIMENTO,,72,,
OC-2026-001230,,planilha_parceiro,MegaTec Reparos,BA,Geladeira,GC-L257,GCL2663982,L2606A,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,,Fechada,2026-08-02,72,320.26,
OC-2026-002025,2026-03-15,planilha_parceiro,PRISMA AT,PR,Ar-Condicionado,AC-D18MQ,ACD1442478,L2612C,condensadora fazendo muito ruido,,,aberta,,240,960.58,
OC-2026-002040,2026-04-13,planilha_parceiro,Eletro Servicos Andrade,SP,TV,NANO75SQA,NANO104786,L2601C,tela sem imagem mas o som funciona,,Baixa,Aberta,,240,382.64,
OC-2026-001484,06/07/2026,Formulario,CENTRAL REPAROS BANDEIRANTES SA,SP,Maquina de Lavar,WM-T13BW,WMT1163507,L2606A,Cliente relata que a agua nao drena ao final do ciclo.,,,Em atendimento,,72,,
OC-2026-001235,18/07/2026,email,Eletro Nordeste Assistencia,PE,Geladeira,GT39SSP,GT39366992,,"porta nao fecha direito, fica uma fresta",PORTA_DESALINHADA,Alta,Fechado,2026-07-26,72,121.18,
OC-2026-001085,09/06/2026,planilha_parceiro,OFICINA DIGITAL CAMPINAS ME,SP,Geladeira,GC-L257,GCL2613108,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",PORTA_DESALINHADA,Baixa,fechada,2026-07-01,240,123.23,
OC-2026-000168,2026-08-16,Planilha Parceiro,SUL SERVICE ELETRO,RS,Ar-Condicionado,ACDUAL9K,ACDU776523,L2605C,"controle nao funciona mais, ja troquei a pilha",CONTROLE_NAO_RESPONDE,Media,aberta,,120,,
OC-2026-000080,2026-06-05 08:13,Formulario,Prisma Assistencia Tecnica,PR,Ar-Condicionado,AC-D18MQ,ACD1654331,L2602C,"controle nao funciona mais, ja troquei a pilha",,Alta,EM ATENDIMENTO,,72,,
OC-2026-000412,2026-03-25,Formulario,Prisma Assistencia Tecnica,PR,TV,oled55c4,OLED680176,,tela preta mas o som funciona,TELA_ESCURA,Critica,Aberta,,72,,
OC-2026-001605,2026-05-15,Planilha Parceiro,MEGATEC,BA,Ar-Condicionado,ACD18MQ,ACD1158944,L2602A,"suspeita de vazamento de gas, aparelho gela pouco",,,Aberta,,72,,
OC-2026-000181,19/06/2026,Formulario,MegaTec Reparos Ltda,BA,Geladeira,GC-L257,GCL2755958,L2605B,"Ruido intermitente na parte traseira, clinte relata que piorou nas ultimas semanas.",,Media,Aguardando peca,,120,767.94,
OC-2026-001500,2026-06-02 17:36,Planilha Parceiro,Prisma Assist Tecnica,PR,Maquina de Lavar,WMT13BW,WMT1385487,L2604B,"vazamento constante, cliente teve que colocar pano embaixo",,Critica,FECHADA,28-06-2026 16:56,72,593.61,
OC-2026-000095,07-03-2026 07:29,Planilha Parceiro,SUL SERVICE ELETRO,RS,Monitor,24-MP400,24MP744417,L2601B,apareceu umas linhas verticais na tela,SEM_SINAL,Media,Fechado,2026-03-28 12:34,120,256.59,
OC-2026-001961,20-08-2026 18:33,Planilha Parceiro,assistencia tecnica silva,SP,Geladeira,GC-L257FLQ,GCL2637000,,"vazamento constante, cliente teve que colocar pano embaixo",,Media,REABERTA,,120,642.89,OC-2026-001021
OC-2026-001889,2026-08-15,email,Sul Service,RS,Geladeira,GC B247SLUV,GCB2453278,L2606A,"geladeira nova parou de funcionar, o motor fica ligando e desligando toda hora e nao gela",,Critica,Em atendimento,,72,753.36,
OC-2026-001168,27-05-2026 08:30,email,Sul Service Eletrodomesticos,RS,Ar-Condicionado,ACDUAL9K,ACDU236313,L2604B,,,Media,Em atendimento,,120,,
OC-2026-000341,2026-05-11,Formulario,Oficina Digital,SP,Ar-Condicionado,AC-DUAL9K,ACDU173088,L2602A,condensadora fazendo muito barulho,RUIDO_UNIDADE_EXTERNA,Baixa,Em atendimento,,240,,
OC-2026-000110,06/05/2026,E-mail,Eletro Servicos Andrade,SP,Ar-Condicionado,AC DUAL 9K,ACDU453194,,condensadora fazendo muito barulho,NAO_RESFRIA,Alta,Fechado,2026-05-30,72,326.28,
OC-2026-000336,24/06/2026,Planilha Parceiro,Central Reparos Band.,SP,Maquina de Lavar,WMT13BW,WMT1700167,L2604C,aparece codigo de erro no visor e para tudo,ERRO_DISPLAY,Media,fechada,06/07/2026,120,276.07,
OC-2026-001467,2026-06-28,Planilha Parceiro,Norte Eletro,CE,Geladeira,GCL257FLQ,GCL2732639,L2605A,nao gela nada,,Media,aberta,,120,,
OC-2026-000843,07/04/2026,Formulario,Eletro Nordeste Assistencia,PE,Monitor,27-UP550,27UP212561,L2601B,risco na tela do lado esquerdo,,Media,fechada,2026-04-15 18:13,120,971.73,
OC-2026-000773,2026-08-13,Formulario,assistencia tecnica silva,SP,TV,NANO75SQA,NANO862457,L2607B,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Alta,Em atendimento,,72,,
OC-2026-001803,27/08/2026,Formulario,Sul Service,RS,Maquina de Lavar,WM F60BW,WMF6111861,L2605A,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Media,aguardando_peca,,120,619.88,
OC-2026-000801,2026-04-11,Formulario,Refrig Vale Verde,MG,Monitor,27-UP550,27UP632216,,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Media,Fechada,2026-04-26,120,769.71,
OC-2026-000217,2026-06-19,Formulario,Eletro Servicos Andrade,SP,Geladeira,GCL257FLQ,GCL2394210,L2603A,Gabinete quente. Cliente ja verificou vedacao da porta.,,Baixa,Fechada,2026-06-26,240,270.52,
OC-2026-000124,07/06/2026,Formulario,SUL SERVICE ELETRO,RS,Ar-Condicionado,ACDUAL9K,ACDU690685,L2605A,"suspeita de vazamento de gas, aparelho gela pouco",,Critica,Fechada,2026-06-10,72,454.8,
OC-2026-000904,2026-06-04,E-mail,Atlas Manutencao,GO,Maquina de Lavar,WD11WV,WD11276402,L2602C,ta pingando agua na parte de tras,VAZAMENTO_AGUA,Media,fechada,07-06-2026 11:24,120,166.53,
OC-2026-001508,2026-07-26,Formulario,ELETRO NORDESTE ASSIST LTDA,PE,Geladeira,GT-39SSP,GT39850011,L2606A,nao gela nada,VAZAMENTO_AGUA,Critica,Em atendimento,,72,,
OC-2026-001395,2026-08-29 11:13,Planilha Parceiro,Refrig Vale Verde,MG,Maquina de Lavar,WM-T13BW,WMT1750138,,aparece codigo de erro no visor e para tudo,NAO_CENTRIFUGA,Media,Fechado,2026-09-06,120,438.51,
OC-2026-000987,2026-04-29 11:52,Formulario,Sul Service Eletrodomesticos,RS,TV,oled55c4,OLED549983,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Alta,Aberta,,72,,
OC-2026-001434,2026-05-31,Formulario,Refrigeracao Vale Verde,MG,TV,NANO-75SQA,NANO469845,L2603A,erro no painel,,,AGUARDANDO PECA,,120,808.31,
OC-2026-001430,2026-03-28,Planilha Parceiro,Oficina Digital Campinas,SP,Ar-Condicionado,ACD18MQ,ACD1580311,L2601A,condensadora fazendo muito barulho,VAZAMENTO_GAS,Baixa,fechada,07/04/2026,240,571.07,
OC-2026-001400,01-06-2026 07:50,Planilha Parceiro,Norte Eletro Servicos,CE,Ar-Condicionado,AC DUAL 9K,ACDU472900,L2602B,nao liga de jeito nenhum,NAO_LIGA,Baixa,Fechada,2026-06-26,240,948.25,
OC-2026-001872,10-08-2026 19:31,Formulario,REFRIGERACAO VALE VERDE LTDA,MG,Geladeira,GC-B247SLUV,GCB2917918,L2607B,Equipamento com aproximadamente 70 dias de uso apresentou perda total de refrigeracao. Compressor em ciclo curto.,,Alta,Fechada,2026-08-25,72,1253.41,
OC-2026-001752,05/05/2026,formulario,MEGATEC,BA,Maquina de Lavar,WMF60BW,WMF6585509,L2602A,Cliente relata que a agua nao drena ao final do ciclo.,,Media,FECHADA,19/05/2026,120,234.7,
OC-2026-000916,2026-07-02,Planilha Parceiro,Oficina Digital,SP,Maquina de Lavar,WM-T13BW,WMT1800737,L2604A,Cliente relata que a agua nao drena ao final do ciclo.,NAO_LIGA,Media,FECHADA,2026-07-13,120,635.92,
OC-2026-001197,2026-07-17 13:14,Formulario,Oficina Digital,SP,Maquina de Lavar,WM F60BW,WMF6702472,L2605C,nao liga de jeito nenhum,NAO_LIGA,Baixa,AGUARDANDO PECA,,240,771.02,
OC-2026-001028,2026-07-29,formulario,MEGATEC,BA,Maquina de Lavar,WMT13BW,WMT1170250,L2605B,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,NAO_CENTRIFUGA,Media,aguardando_peca,,120,631.1,
OC-2026-000100,22/08/2026,email,ELETRO NORDESTE ASSIST LTDA,PE,Monitor,27-UP550,27UP549379,L2606B,aparece sem sinal na tela mesmo com o cabo ligado,,Baixa,Em atendimento,,240,,
OC-2026-000661,2026-08-18,Formulario,Oficina Digital,SP,Geladeira,GT39SSP,GT39615210,L2605B,esquentou tudo dentro,,Media,Fechada,2026-08-13,120,554.91,
OC-2026-001012,2026-04-20 09:26,formulario,Norte Eletro Servicos,CE,TV,OLED-55C4,OLED295863,,aparece codigo de erro no visor e para tudo,ERRO_DISPLAY,Media,Fechada,2026-04-25,120,550.14,
OC-2026-001959,,email,assistencia tecnica silva,SP,Geladeira,GT-39SSP,GT39287855,L2605B,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",NAO_GELA,Media,Reaberta,,120,1246.9,OC-2026-000742
OC-2026-000039,2026-04-07,Formulario,A.T. SILVA LTDA,SP,Ar-Condicionado,ACD18MQ,ACD1459554,L2612B,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",,,AGUARDANDO PECA,,72,757.59,
OC-2026-000161,2026-04-16 17:21,Formulario,MEGATEC,BA,Ar-Condicionado,AC S12TQ,ACS1868222,L2603B,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,,Aguardando peca,,240,538.94,
OC-2026-001833,2026-07-14,E-mail,SUL SERVICE ELETRO,RS,Geladeira,GCB247SLUV,GCB2360837,L2605B,"parou de gelar do nada, produto tem pouco tempo de uso. tecnico falou que e a placa",RUIDO_COMPRESSOR,Alta,fechada,2026-07-22,72,1235.82,
OC-2026-001399,2026-04-09,Planilha Parceiro,Eletro Nordeste,PE,TV,NANO-75SQA,NANO438049,L2601A,apareceu umas linhas verticais na tela,,Critica,Fechado,26-04-2026 19:40,72,830.13,
OC-2026-001730,2026-08-06,Formulario,PRISMA AT,PR,Geladeira,GCL257FLQ,GCL2335545,,Cliente relata poca de agua no chao apos o uso.,,Baixa,aberta,,240,,
OC-2026-000561,2026-04-17,Planilha Parceiro,Atlas Manutencao,GO,Geladeira,GT39SSP,GT39253787,L2601A,Gabinete quente. Cliente ja verificou vedacao da porta.,TEMP_ALTA_GABINETE,Baixa,EM ATENDIMENTO,,240,,
OC-2026-000361,2026-07-31,Planilha Parceiro,A.T. SILVA LTDA,SP,TV,NANO-75SQA,NANO521381,L2606A,Audio ausente pelos alto-falantes internos. Saida optica funciona.,,Critica,FECHADA,07/08/2026,72,200.9,
OC-2026-000266,2026-04-18,planilha_parceiro,ELETRO NORDESTE ASSIST LTDA,PE,Ar-Condicionado,AC DUAL 9K,ACDU951474,L2612A,"Baixa pressao no sistema, indicio de vazamento na linha.",VAZAMENTO_GAS,Baixa,em_atendimento,,240,,
OC-2026-000117,2026-07-28,formulario,Eletro Nordeste Assistencia,PE,Ar-Condicionado,AC-S12TQ,ACS1100571,L2606B,"Baixa pressao no sistema, indicio de vazamento na linha.",,Baixa,Fechada,10/08/2026,240,858.47,
OC-2026-001860,06/08/2026,E-mail,Refrig Vale Verde,MG,Geladeira,GCB247SLUV,GCB2725571,L2606B,"aparelho com 2 meses, gelou normal no comeco e depois foi perdendo, agora nao gela mais nada",NAO_GELA,Alta,Fechado,11/08/2026,72,1316.37,
OC-2026-001876,2026-08-25,E-mail,Atlas Manutencao,GO,Geladeira,GC-B247SLUV,GCB2966760,L2607A,"aparelho com 2 meses, gelou normal no comeco e depois foi perdendo, agora nao gela mais nada",NAO_GELA,Alta,Fechada,2026-08-27,72,914.09,
OC-2026-000954,2026-07-23,Planilha Parceiro,Assistencia Tecnica Silva Ltda,SP,Geladeira,GC-L257FLQ,GCL2756612,L2605B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",,Baixa,Em atendimento,,240,,
OC-2026-000680,02/04/2026,FORM,A.T. SILVA LTDA,SP,Maquina de Lavar,WM F60BW,WMF6379031,,aparece codigo de erro no visor e para tudo,,Alta,Fechado,27/04/2026,72,589.83,
OC-2026-001293,2026-08-09,Formulario,CENTRAL REPAROS BANDEIRANTES SA,SP,TV,UQ7550PSF,UQ75571076,L2606C,sem som nenhum,SEM_AUDIO,Media,Fechado,2026-09-02,120,319.55,
OC-2026-002012,2026-06-07,E-mail,Central Reparos Bandeirantes,SP,TV,NANO-75SQA,NANO962758,L2603A,Audio ausente pelos alto-falantes internos. Saida optica funciona.,,Media,aberta,,120,,
OC-2026-001313,2026-06-25,planilha_parceiro,Central Reparos Band.,SP,Ar-Condicionado,AC S12TQ,ACS1479545,L2604A,"controle nao funciona mais, ja troquei a pilha",,Media,ABERTA,,120,,
OC-2026-001926,25/07/2026,planilha_parceiro,Eletro Nordeste,PE,Maquina de Lavar,WM F60BW,WMF6102068,,Cliente relata vazamento desde o primeiro uso. Verificada conexao de entrada fora do padrao.,VAZAMENTO_AGUA,Media,FECHADA,2026-08-10,120,102.07,
